n02857477 boarding_house
n10421470 apothecary
n11924849 cocklebur
n12546962 wild_lupine
n02247655 superbug
n07672914 marge
n13138842 pome
n04211528 shutter
n01938454 hirudo_medicinalis
n02934168 line
n02377603 broodmare
n04369282 flyswatter
n03503477 head_gasket
n02357911 antelope_squirrel
n04036155 quoit
n10582746 man
n03612965 kettle
n04969952 purplish_blue
n13090871 aril
n02767665 back
n04125257 safe_deposit
n04562262 water_ski
n07925327 lime_juice
n06592281 rock_opera
n07697825 wedge
n03238586 dressing_table
n01748389 asp
n03322836 farmhouse
n01614038 harpy
n02076196 seal
n04492157 trunk_line
n02512830 sport_fish
n02451415 tayra
n03940894 flag
n07892418 vintage
n02878534 boudoir
n12709103 pomelo
n12335664 mallee
n03601840 joist
n09861946 boatman
n04341686 construction
n03999992 mechanical_press
n04502851 .22
n07760153 muscatel
n03239054 dress_suit
n02324850 european_rabbit
n11753355 red_clover
n13121104 desert_plant
n02202678 punky
n02619861 sleeper
n01853195 eider
n09892693 captain
n04436992 time_capsule
n04395024 tarp
n03896233 passenger_train
n02120997 feline
n04417809 theater
n03303217 exhaust_fan
n12582231 palm_tree
n07907548 scotch
n02096756 schnauzer
n01546039 scrubbird
n08616050 pastureland
n02885462 glove
n04047401 rail
n03293741 equaliser
n07817024 chives
n03454211 grapnel
n12321873 shagbark
n07896422 dubonnet
n02382204 hack
n12128071 paspalum
n12143676 indian_corn
n02967626 underlay
n12890685 brooklime
n03228365 doubletree
n02847631 black_tie
n02793930 barnyard
n03316105 facsimile
n02379743 appaloosa
n07713074 aubergine
n02938886 calculating_machine
n04102406 big_dipper
n07560331 finger_food
n04252331 snowshoe
n02069701 bottlenose_dolphin
n07802246 stover
n03751458 mess_kit
n09282208 floor
n02787435 bangle
n03718581 hall
n01819115 cockatoo
n04096733 roadbed
n04521863 variometer
n03306385 limited
n11701302 spicebush
n07756951 watermelon
n00440509 high_jump
n12397431 indian_hemp
n04215153 sidesaddle
n12676534 woodbine
n11902200 papaver_rhoeas
n07696839 club_sandwich
n04465358 traction_engine
n01821203 parakeet
n09861946 waterman
n02101108 spaniel
n02728440 clothes
n02636854 mojarra
n01632308 mole_salamander
n02390101 mule
n03351434 fishing_tackle
n04201064 shofar
n02324045 coney
n12476510 agave
n04161981 seat
n12137120 sorghum
n03213826 point
n03413428 gambling_den
n07888229 pilsener
n09460046 tor
n02957427 stretcher
n07919165 zombi
n02404432 longhorn
n02650541 searobin
n03262072 earplug
n04398688 teaspoon
n07617051 frozen_custard
n03327234 fencing
n04269944 spatula
n11724109 redberry
n03088580 condominium
n12935609 poison_hemlock
n07910152 grand_marnier
n07905618 pulque
n03469175 turret
n04612373 dandy
n03842585 ogee
n03506028 headpiece
n01927159 blood_fluke
n07720277 chard
n12647376 bird_cherry
n02030287 tattler
n02021795 sea_bird
n02942699 photographic_camera
n04388473 tandoor
n04052658 ranch_house
n09391386 photosphere
n03253279 duckpin
n07873057 bone_marrow
n03483971 handcar
n02793089 baritone
n03853924 ordinary
n04503593 twist_drill
n03643737 laser_printer
n03066849 colander
n07926540 malted_milk
n07907943 liqueur
n07820497 sage
n02834778 bicycle
n11682659 gemma
n01991028 woodlouse
n14976759 pantile
n02287004 geometrid
n01560935 whinchat
n04000592 press_box
n02949084 cane
n12547503 texas_bluebonnet
n03468570 gunboat
n07935379 oolong
n02422391 damaliscus_lunatus
n02382204 plug
n04141712 staging
n03987376 portrait_lens
n01987076 pistol_shrimp
n02760099 automat
n07684164 unleavened_bread
n02781121 ball_gown
n05427346 ganglion_cell
n11769176 desert_rose
n02472987 humankind
n04145863 schmidt_camera
n11646167 monkey_puzzle
n10474645 head_teacher
n03355468 flageolet
n03688605 long_pants
n11694664 soursop
n03219966 dolman
n04258859 soldering_iron
n12909421 petunia
n03895170 parvis
n04446276 toilet
n04185804 electric_razor
n02161338 defoliator
n03416775 garand_rifle
n07911249 sambuca
n03822361 newsroom
n12710295 tangerine_tree
n12954799 king_fern
n02967782 sweeper
n01500091 manta_ray
n04479287 trench_knife
n03379204 football_stadium
n08494231 amusement_park
n04171831 semiconductor
n03767459 mimeograph_machine
n04303095 staple
n04502197 turtleneck
n03578055 intercom
n02700064 alternator
n07724492 romaine_lettuce
n01963571 mussel
n12159804 courgette
n01988701 krill
n09295946 flume
n04122685 sachet
n12285512 red_alder
n03664159 life_support
n02448318 honey_badger
n03577312 planimeter
n01690466 glass_lizard
n11898639 pennycress
n02167944 searcher
n04593376 wing_tip
n03948950 plunger
n03442756 goal
n08580944 half_mast
n02538216 brook_trout
n12709901 mandarin
n03934656 pieta
n07852614 brie
n12624568 japonica
n02878222 merchantman
n03041449 cleats
n07584938 bouillon
n04330109 stoop
n02782778 ballpark
n02402175 wild_ox
n04089152 ridge
n00483705 court_tennis
n03706653 disc
n05454833 sickle_cell
n12591351 cabbage_tree
n11895092 daikon
n02653145 triggerfish
n04253931 soapbox
n04401088 phone
n04075291 remote_terminal
n11672400 wildflower
n11668117 monocot
n03967942 plug
n02950482 cannon
n02388276 trotter
n02404906 zebu
n07582811 bean_dip
n03159640 ambo
n01526521 songster
n03360731 flatbed
n02725872 anvil
n03128519 cream
n01996280 tadpole_shrimp
n03723153 marquise
n04322026 gunstock
n02656670 ocean_sunfish
n04387261 tambour
n02391994 rhino
n02993546 centre
n12412355 bearded_iris
n04320405 stinger
n03008976 battery_charger
n03222722 doorframe
n02742322 raiment
n01796519 red_grouse
n09457979 tidal_basin
n12319414 juglans_regia
n07727458 black_bean
n03481521 power_hammer
n04054361 rapier
n12284262 alder_tree
n03767745 minaret
n08539072 downtown
n12521394 cytisus_scoparius
n07719839 beet
n03325088 faucet
n03929091 piccolo
n12139196 broomcorn
n03005285 chandelier
n03366823 floor_covering
n07712063 sweet_potato
n04179126 sewerage
n04495698 tudung
n04379243 table
n10001217 delivery_boy
n01887474 stock
n07951464 assemblage
n08494231 pleasure_ground
n07891309 ginger_beer
n12244650 rosebay
n11953339 endive
n04187061 sheath
n02557749 walleye
n02847461 sap
n05399356 colostrum
n02901259 brig
n10091651 fire_fighter
n03665366 light
n03175983 dental_implant
n01472303 amniota
n12922763 croton
n04410086 tenor_drum
n03237340 dresser
n03386544 foucault_pendulum
n09303008 hill
n07739344 crab_apple
n15067877 teargas
n03012373 cheesecloth
n04446276 john
n01940736 shellfish
n02499022 slow_loris
n09409512 ridge
n02786837 band_saw
n11696450 lancewood
n00449695 boat_racing
n11770256 alstonia_scholaris
n02234355 american_cockroach
n07801091 pasture
n04245508 small_stores
n03454536 grate
n12449296 quamash
n09393605 field
n07859284 refined_sugar
n03091374 connector
n02785648 patch
n01469103 sea_squirt
n03753077 meter
n03684823 railway_locomotive
n03228967 dovetail_joint
n09398677 precipice
n12403994 paper_mulberry
n02857477 boardinghouse
n11717399 nelumbo_nucifera
n02366959 nutria
n07936745 mineral_water
n04338963 stringer
n02763306 external_storage
n07815163 ginger
n07840804 egg
n04206570 shotgun_shell
n04080705 spa
n02569484 hind
n02981024 catacomb
n09206985 rise
n04250850 breather
n03199901 rowboat
n03013580 teddy
n03571625 inkpot
n03818343 neon_lamp
n03934042 pier
n07585208 broth
n11973341 tarweed
n07816296 bay_leaf
n01821076 rainbow_lorikeet
n04564581 waxwork
n01730960 blacksnake
n03935234 pig_farm
n12289310 corylus_americana
n03279153 electronic_instrument
n03365592 floor
n11625804 black_spruce
n04559620 water_filter
n03043798 inclinometer
n07684517 raisin_bread
n03719560 mantilla
n07951464 aggregation
n01332181 marburg_virus
n02305929 cinnabar
n07895237 bordeaux_wine
n03367545 floss
n07580053 entremets
n04248851 gin
n03046029 cloche
n12024176 dandelion
n04600912 work_clothing
n02538562 arctic_char
n03079230 compact_disc
n03215749 divider
n02750070 assembly_hall
n02434954 barking_deer
n11640132 metasequoia
n03327234 fence
n12754468 vine_maple
n04246731 smokehouse
n04312154 steelyard
n02044908 great_skua
n02998563 cesspool
n03150232 roller
n03140292 crucifix
n14977504 pavement
n04086446 revolving_door
n02843158 birdbath
n12289433 corylus_avellana
n02381364 gray
n12332030 pitanga
n02537525 rainbow_trout
n12777680 snowbell
n12278650 quercus_suber
n12766869 toxicodendron_radicans
n09251407 comet
n11707827 umbellularia_californica
n03335846 figure_eight
n04111190 shaft
n03101156 cooker
n12036226 key
n03451798 graffiti
n12780563 trumpets
n01317916 feeder
n02919648 spile
n11827541 saltwort
n02836174 bidet
n12761905 terebinth
n03259505 domicile
n03415486 gangway
n03146449 dead_end
n02945813 camp
n01572489 firebird
n11706761 persea_americana
n10334009 motorcyclist
n03592245 poky
n04467899 trailing_edge
n02435853 chevrotain
n03843438 oilcloth
n07867883 fondu
n02443346 ferret
n06275095 cable
n07928790 pepsi
n09393605 plain
n01568892 yellow_warbler
n07915918 margarita
n02175916 stag_beetle
n07770869 areca_nut
n03214253 ditch
n04257790 solar_panel
n02740764 armor_plate
n03430091 gauze
n03172738 delayed_action
n01639765 frog
n03049457 closet
n04143140 scanner
n07849336 yogurt
n13108841 conifer
n02403231 steer
n05448704 myeloblast
n02760429 automatic_firearm
n12128490 knotgrass
n07820814 savory
n03201638 dinner_dress
n04117216 rudder
n02191273 tsetse
n02492948 saki
n07800740 fodder
n02992795 scotch_tape
n01568294 redstart
n11624192 atlas_cedar
n07591473 fish_stew
n02090827 greyhound
n12853080 origanum
n01758757 carcase
n01579410 rook
n07600506 candied_fruit
n12342299 willowherb
n07894965 pinot_noir
n03091044 connecting_rod
n03025250 platform
n03346455 fireplace
n12059625 disa
n01631354 taricha_granulosa
n04193377 shift
n02631475 black_marlin
n12282527 betula_pendula
n03711711 mainframe
n02794474 barouche
n02557749 dory
n03497352 hasp
n04453666 top
n01857325 brent
n02128669 panther
n02476219 australopithecine
n03281673 elevator_shaft
n11869351 cress
n03793850 mouse_button
n04587404 wind_generator
n03878511 palestra
n03128519 emollient
n03796522 mud_brick
n10298912 captain
n03468696 gun_carriage
n02879087 posy
n03649674 lawn_chair
n03062985 coffee_can
n03478756 hall
n03038480 jackknife
n02767433 back
n02407763 beefalo
n03337494 file_server
n02470325 ape
n12856680 pennyroyal
n11725623 thimbleweed
n02343320 golden_hamster
n03409591 saddleback_roof
n03454442 grass_skirt
n03421669 gas_guzzler
n12867184 summer_savory
n02236896 bug
n07721325 hot_pepper
n12449296 camas
n04288533 spring_balance
n12099342 statice
n03762332 two_iron
n07765208 elderberry
n03604763 jumper
n05262422 toothbrush
n03816849 needlecraft
n01055165 camping
n05449196 osteocyte
n04027023 push_button
n04250850 snorkel
n02921195 bunting
n03438071 sash
n04113194 toothed_wheel
n07906284 whisky
n02694045 aisle
n07850329 cheese
n12351091 arrowroot
n07697825 hoagy
n12712626 gas_plant
n11824146 pigweed
n03319167 fallout_shelter
n02912065 counter
n03911513 pen
n03343560 fire
n01538955 honeycreeper
n04052235 ramrod
n03127531 crash_barrier
n08242223 core
n12137791 durra
n07605804 penuche
n11616662 scots_pine
n03917814 permanent_press
n02536165 red_salmon
n01629276 salamander
n03443149 goalpost
n02954163 canvas
n12709901 mandarin_orange
n03703075 mackinaw
n03724756 masjid
n01539573 sparrow
n02726681 apartment_house
n03378005 food_court
n02787435 bauble
n11640132 dawn_redwood
n07620145 roly_poly
n03048883 closed_circuit
n02127808 cat
n04249882 snifter
n03783430 eyeglass
n02564403 rock_bass
n09405078 rangeland
n03871371 liquor_store
n03784793 mooring_mast
n03087069 cement_mixer
n01915700 sea_pen
n02705201 amphitheater
n12733218 black_cottonwood
n04280845 spirometer
n04112752 paint
n12935609 conium_maculatum
n01646292 bufo
n03210683 dispenser
n07848093 sour_cream
n04223299 undershirt
n02061217 stormy_petrel
n04086663 rheometer
n02324514 lapin
n07612996 pud
n01965529 zebra_mussel
n03517647 hideaway
n02559862 robalo
n07881205 quesadilla
n07802863 groats
n11767877 apocynum_cannabinum
n12882779 foxglove
n01424420 plasmodium_vivax
n07887634 lager_beer
n07822197 ketchup
n08518171 campground
n04405907 television_set
n12337617 eucalyptus_globulus
n11712282 tulip_poplar
n02699915 altazimuth
n12242409 sourwood
n09218315 honeycomb
n04463679 runway
n03781683 money_belt
n08677424 veld
n02879087 corsage
n04384910 rear_light
n12151170 galangal
n07696625 ham_sandwich
n12825497 dodder
n07588817 vichyssoise
n02286089 lymantria_dispar
n11625003 norway_spruce
n00141669 check_in
n11654293 red_pine
n04378489 tabard
n03116767 counter
n12597134 sabal_palmetto
n04494204 vacuum_tube
n03195959 dat
n03540267 hose
n07859142 saccharin
n13882961 rhombus
n03595264 jerkin
n00288384 piaffe
n11769176 adenium_obesum
n03790512 motorcycle
n04030846 quadrant
n03792334 mound
n04397261 teaching_aid
n07914777 spritzer
n04542715 waders
n11636204 sugi
n07592481 beef_stew
n12310349 lilac
n04482177 tricorn
n03034663 circular_saw
n00450335 equitation
n04465666 tractor
n07853648 gouda
n03926148 photographic_equipment
n01453742 boarfish
n12409231 hackberry
n05449959 wbc
n05486510 cerebral_cortex
n02804515 bassinet
n03041810 clerestory
n04018155 pa_system
n04390873 tannoy
n03089753 conference_house
n03465605 guesthouse
n03528100 rest_home
n02068541 bottlenose_whale
n06275353 wireless
n03646916 fretwork
n04431436 thumbscrew
n02030837 willet
n01617443 bearded_vulture
n02486908 mandrill
n04476831 tread
n02023341 plover
n03707372 magnetic_needle
n11630489 cypress_tree
n04368365 swagger_stick
n12001707 cineraria
n02185167 crab
n02966545 claw_hammer
n07711080 chips
n13123431 strangler
n02070776 vaquita
n01633406 hellbender
n11828577 pigweed
n12480895 sansevieria
n07607967 troche
n12534862 sulla
n02799175 lumber
n12651821 fruit_tree
n02969323 carriageway
n03900979 pavilion
n04973669 copper
n03688707 long_underwear
n01517565 ratite
n03899100 paternoster
n02382948 racehorse
n12336727 eucalyptus_pauciflora
n12279458 black_oak
n12730143 creeping_willow
n02365480 capybara
n03890358 pargetting
n02757061 audio_cd
n03516844 wellington
n12035631 blazing_star
n02975994 casein
n12643877 morello
n02378625 charger
n01811243 dodo
n03911513 penitentiary
n03267468 ejector_seat
n11711764 magnolia_virginiana
n01935395 nightcrawler
n03557692 ice_maker
n00443692 cliff_diving
n02666501 abandoned_ship
n02860415 spool
n02125010 sand_cat
n03408444 futon
n03112869 stays
n11828973 allgood
n02601767 striped_mullet
n01621127 hooter
n12285049 grey_alder
n04038440 stand
n03659809 lever
n11710136 southern_magnolia
n07747055 citrus_fruit
n03438071 waistband
n07908411 absinth
n02879087 bouquet
n12056217 slipper_orchid
n03565830 in_basket
n02932891 pleasure_craft
n06359657 portal
n01880473 potoroo
n03205458 dirk
n04294212 stabiliser
n03461988 groover
n10628644 monarch
n04093625 rink
n04472961 transom
n03465718 guestroom
n11877283 kohlrabi
n02138169 palm_civet
n04062807 reconnaissance_vehicle
n10382710 organ_grinder
n01772222 spider
n03610524 doghouse
n12849952 english_lavender
n03112869 girdle
n04265904 space_rocket
n04499810 turnbuckle
n03739693 medical_instrument
n03780799 moleskin
n04605321 worsted
n07752664 raisin
n04064747 record_sleeve
n12510343 dak
n04483073 trigger
n11685621 siliqua
n02419634 takin
n04262530 sounding_rocket
n09206985 upgrade
n04350688 sugar_refinery
n05263183 stubble
n11857696 portulaca
n11628793 pseudotsuga_menziesii
n07862611 beef_wellington
n00442437 bathe
n03119510 coupling
n04124488 saddlery
n02962938 heart_monitor
n03239054 full_dress
n04133114 sampan
n09289331 glacier
n11947802 cornflower
n12012111 ragwort
n07809096 ingredient
n12109827 oat
n10582746 serviceman
n04490091 truck
n13897996 balance
n02751295 astronomical_telescope
n12867826 skullcap
n04524313 vehicle
n02835829 bicycle_rack
n07910379 maraschino
n02627532 yellowfin
n01621127 owl
n09820263 athlete
n13865904 heart
n02773838 grip
n04601938 workpiece
n02689748 air_horn
n07888465 white_beer
n11785668 caladium
n03463381 ground_level
n07568502 rolled_oats
n12337617 fever_tree
n02125689 jaguarundi
n07745466 raspberry
n03316105 fax
n02406952 grade
n01646388 bufo_marinus
n02882301 bowl
n02103841 guard_dog
n04545748 walker
n03181293 detector
n13079567 candida_albicans
n11772408 catharanthus_roseus
n03549199 humvee
n04107598 roomette
n00006484 cell
n12718074 pepper_tree
n03180865 single_dwelling
n02139199 bat
n07684600 quick_bread
n02713364 anklet
n03744684 memory_chip
n03302938 exhaust_system
n03035832 cittern
n03223686 threshold
n01528654 pipit
n00454624 casting
n02657368 flatfish
n01597906 western_tanager
n11602091 coontie
n02968333 cubicle
n03824999 nightshirt
n07690585 yorkshire_pudding
n01693175 sand_lizard
n02932891 cabin_cruiser
n01732789 blacksnake
n03858418 hassock
n03916720 peripheral_device
n07913180 mixer
n04534359 videotape
n03862676 oven
n15092059 niacin
n03188725 diaper
n11688069 microsporophyll
n13878306 oval
n12343480 fuchsia
n03724417 masher
n04113765 round_arch
n02081571 seahorse
n01680478 fence_lizard
n02993368 thurible
n05482922 subarachnoid_space
n11598886 ephedra_sinica
n01379389 staph
n02030224 reeve
n01853498 scoter
n07857170 miso
n00474881 perfect_game
n11815491 catchfly
n12112609 buffalo_grass
n04101497 roller
n04402449 telegraph_pole
n03809802 narthex
n04349401 subwoofer
n04455652 topsail
n03019806 chin_strap
n04232153 skullcap
n01655344 caecilian
n02202006 culex_pipiens
n04387201 tambour
n07747951 mandarin_orange
n04457767 torque_converter
n02565573 bass
n03123666 cover_plate
n02892392 brassard
n02305085 atlas_moth
n04160372 seam
n07758260 morello
n14976871 blacktop
n10803978 yogi
n11630017 cedar_tree
n01578180 hill_myna
n11643835 arborvitae
n03410938 gaiter
n04379964 table
n05459101 spermatid
n03965456 plaza
n01754370 agkistrodon_contortrix
n12604228 rumex_acetosa
n03657511 leotard
n04211970 shuttle
n12754981 acer_pseudoplatanus
n02380745 bronc
n02139671 megabat
n04498523 turbine
n02298541 sphingid
n02771286 backstay
n09283193 vehicle
n12143676 corn
